,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,2.439465045928955,0.17643839120864868,2.4941604137420654,0.198974609375
1,2.1234536170959473,0.2726353108882904,2.223860502243042,0.28369140625
2,1.9988701343536377,0.3222596347332001,2.205993175506592,0.2965087890625
3,1.9205973148345947,0.3507869839668274,2.0421690940856934,0.3287353515625
4,1.8623790740966797,0.3732439875602722,2.04132080078125,0.33935546875
5,1.8064430952072144,0.3944736421108246,1.983511209487915,0.3599853515625
6,1.7536206245422363,0.41230323910713196,2.0345346927642822,0.3529052734375
7,1.7023634910583496,0.4305475056171417,1.9995346069335938,0.364013671875
8,1.6504114866256714,0.44836050271987915,1.9706412553787231,0.359619140625
9,1.5963935852050781,0.4648798406124115,2.0254976749420166,0.364990234375
10,1.5415996313095093,0.48556217551231384,2.004146099090576,0.3770751953125
11,1.4897725582122803,0.5030932426452637,1.9993407726287842,0.375732421875
12,1.4384177923202515,0.5197286605834961,2.016794204711914,0.389404296875
13,1.3840341567993164,0.538835346698761,2.1000380516052246,0.3841552734375
14,1.3286043405532837,0.5576601028442383,2.21431827545166,0.36865234375
15,1.2793668508529663,0.5744447708129883,2.231757402420044,0.3753662109375
16,1.2351900339126587,0.5893387198448181,2.479511022567749,0.3555908203125
17,1.1925877332687378,0.6033370494842529,2.4101758003234863,0.361083984375
